OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
417,2,37CCB0,37CCB,0,0,1,0,08,Circuitos Ecoturisticos Huila - Cauca,Variante Pajarito,1,5,,1,,IGAC (Contrato 2932/2008),,2016/07/07 00:00:00+00,,,3d_mal_oeste,,,0+0,1+0,1,,4d8a0db2-c465-46d2-85de-a8d3cd131644,1045.71278739361
418,1,21CRA0,21CRA,0,0,6,780,11,Acceso a Monteria,Variante Oriental de Montería (1),2,,,2,,WFS ANI,,2016/06/02 00:00:00+00,,,3d_mal_oeste,,,0+0,6+780,2,,850867b3-e8d1-43a9-b142-a08d56e275f0,14727.3815326423
419,4,,45CSJ,0,0,1,140,26,Troncal del Magdalena,Variante al poblado de Besotes,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+140,1,,0fbf582e-1762-46b0-89a7-31c0c3d18b8a,2274.19581022667
420,1,40010,4001,0,0,15,0,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Buenaventura - Intersección Citronela,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,15+0,1,,e6c08da7-b25e-4cde-a12a-4a0d272dcd4c,25232.5818460655
421,1,25VLG0,25VLG,0,0,2,800,25,Alternas a la Troncal de Occidente,Variante de Bugalagrande     ,3,,,2,,Google Maps,,2016/04/07 00:00:00+00,,,,,,0+0,2+800,3,,9e138acd-3c8d-4853-8e49-a630d36ab2c9,3793.07839529327
422,1,25070,2507,0,0,0,300,21,Troncal de Occidente,Cerritos ,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,0+300,1,,ed4c470c-556d-48f8-9fa8-8f7d142e7ba9,946.813367892482
423,1,25070,2507,0,300,10,545,21,Troncal de Occidente,Cerritos - La Virginia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+300,10+545,1,,f6eb7995-4dbd-4fa5-8756-548b02c25416,10310.538617639
424,1,660260,6602,60,0,72,690,22,Transversal Tribuga - Arauca,Lebrija - Palenque,3,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,<Null>,<Null>,,,60+0,72+690,3,,a802f195-4d37-4252-92ca-ea034f2898d0,26058.1975577129
425,1,29RS020,29RS02,0,0,3,570,21,Troncal del Eje Cafetero,Variante de Santa Rosa de Cabal,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final Ramón Lobo 3+0300,,,,0+0,3+570,2,,132e1314-4c84-4cfd-81fe-c72301596e46,7384.89216229512
426,1,29025,2902,5,800,20,500,21,Troncal del Eje Cafetero,La Romelia - Río Campo Alegre,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,5+800,20+500,2,,58062069-e84b-4db3-bd9b-38ab90679f99,20983.3552486731
427,1,29CL030,29CL03,0,0,8,710,05,Troncal del Eje Cafetero,Chinchiná - La Manuela,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,8+710,2,,0949ca5f-a49b-4fff-b341-071a269c065e,12825.5575000421
428,1,29010,2901,0,0,18,300,20,Troncal del Eje Cafetero,Armenia-Pereira,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,18+300,2,,98a7219c-2a2a-4c01-a843-433ed2c97fa4,37864.8049176627
429,1,250642,2506,42,550,79,578,25,Troncal de Occidente,La Victoria - Cartago,1,,,2,,WFS ANI,2016/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,42+550,79+578,1,,f4dd2ed1-9ea0-483b-98e9-beb36c18c087,77457.0436620426
430,1,90A010,90A01,0,0,47,82,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,3d_mal_central,,,0+0,47+82,2,,d0ed0d6b-9e15-4242-a183-8f1c3fabcd56,59913.5813513002
431,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,a7e553ae-1870-49fa-b16d-36cda902cdc2,16490.1584099679
432,1,21036,2103,6,942,10,764,11,Alternas a la Transversal del Caribe,Paso Nacional por Cereté,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 7-8,,6+942,10+764,1,,90573b07-0ee6-48fc-8590-b301dc38a42a,4347.52369264619
433,1,29RSD0,29RSD,0,0,13,200,21,Troncal del Eje Cafetero,Variante Condina,2,,,2,,Google Maps,,2016/03/04 00:00:00+00,,,,,,0+0,13+200,2,,eb983725-263f-43be-859b-3e7e61dda29d,13113.8385587318
434,1,290118,2901,18,300,36,700,21,Troncal del Eje Cafetero,Armenia-Pereira,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,18+300,36+700,2,,5848efbb-2227-48e6-9916-16dee0cfcd15,28429.1488185606
435,1,29RSA0,29RSA,0,0,1,0,21,Troncal del Eje Cafetero,Solución Vial Pereira - Dosquebradas,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 5+0700 (Ramón Lobo),rev,"Pendiente IGAC, falta PR",,0+0,1+0,1,,b3a34f20-d204-4ee5-a5fb-635875761dd8,4152.5712093602
437,1,290329,2903,29,300,55,348,05,Troncal del Eje Cafetero,La Estrella - La Felisa,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. 51-53; 55-55+348",,29+300,55+348,2,,a741edeb-9f03-4d26-8329-bd1cb4ced58b,26389.4426819587
438,1,50050,5005,0,0,7,150,05,Troncal del Eje Cafetero,Tres Puertas -La Manuela ,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 23+880 (Ramón Lobo),rev,Act. seg 23-24,,0+0,7+150,2,,d16e38f6-98c7-487e-88af-5b0e6be5fd7c,7325.1584205854
439,4,25NRE,25NRE,0,0,5,888.88,17,Troncal de Occidente,Par vial alto de daza,1,4,,1,,Google Maps,2016/01/01 00:00:00+00,2017/01/03 00:00:00+00,DEVUELTA CONCESIÓN DEVINAR (4-MAY-2015). STAND-BY PASTO-POPAYÁN,,3d mal_oeste,,,0+0,5+888.88,1,,4bcd82a1-4712-455d-9ec8-298e2efaea15,5911.56576224509
440,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,008098e7-9dd3-48a1-919d-eb7c9ce6dcb3,416.484092967798
441,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,ccc9a7de-66e0-4291-8058-dfaace2b8665,17.6105587407617
442,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,1b25ab6c-edae-4dad-a9b5-44169fc4038d,29.9965950408225
443,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,3191dcdc-5e85-4b95-b276-86f9f37fdb9e,401.487272932232
444,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,5cca46f5-6a35-43c4-95cb-fe063c107e6f,65.7723075900908
445,1,21030,2103,0,0,6,942,11,Alternas a la Transversal del Caribe,Montería - Cereté,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,6+942,2,,d124a0ee-4977-49db-9568-60657b834000,15990.3379517239
446,1,03010,0301,0,0,17,500,27,Circunvalares de San Andres y Providencia,Circunvalación de la Isla de Providencia,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,17+500,1,,db0484a8-cb88-4b76-af83-8dffaa1856f1,18047.9539373971
447,1,370177,3701,77,0,87,750,08,Transversal Huila - Cauca,Puerto Valencia - Guadualejo,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,77+0,87+750,1,,dae2facc-59f4-4a8f-876c-748efb4c4dda,277.934479133085
448,1,40QN050,40QN05,0,0,7,200,20,Conexión Troncal del eje Cafetero - Transversal Buenaventura - Puerto Carreño,Calarcá - La Cabaña,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 6 - 7,,0+0,7+200,1,,8c7275db-7a2d-4f2f-8a62-c3fe962e9c55,8515.002774863
449,2,900328,9003,28,0,49,0,11,Transversal del Caribe,San Bernardo del Viento - Lorica,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,28+0,49+0,1,,88e71f06-1a19-403e-b6ec-4180d69d2c7f,21100.8301715807
450,2,50RS010,50RS01,30,290,30,630,21,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia  (sector intersección glorieta Variante La Virginia),2,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. 16-32+500,,30+290,30+630,2,,6285640b-d50f-4f9a-88c1-f340ed77f7f6,340.000084405073
451,2,50RS010,50RS01,30,630,32,443,21,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. 16-32+500,,30+630,32+443,1,,04f597b3-f178-4ee2-b5de-cc3f7abc5e35,2775.77046329869
452,1,05010,0501,0,0,10,400,17,Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,10+400,1,,07cf9866-98d7-4667-aee8-fcfffdd9d7af,10347.0198461939
453,1,,43HL02,10,560,20,54,14,Alternas a la Troncal del Magdalena,Casa Blanca-Neiva,2,,1,1,,,2018/01/24 00:00:00+00,2018/01/24 00:00:00+00,,,,,,10+560,20+54,2,,f49d8542-62c1-4060-a999-ba5b4e969757,9019.47894324836
454,1,,45HL06,0,0,4,633,14,Alternas a la Troncal del Magdalena,El Pozo- El Juncal,2,,1,1,45,,2018/01/24 00:00:00+00,2018/01/24 00:00:00+00,,,,,,0+0,4+633,2,,84a717ae-c984-46fb-9eca-35460b5be779,4920.7016714976
455,1,55010,5501,25,964,59,0,12,Troncal Central del Norte,Tocancipá - Chocontá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,25+964,59+0,2,,8534a9c8-3f7a-4c29-af7d-98b0efafda71,66978.8380506894
456,1,55010,5501,0,0,21,1118,12,Troncal Central del Norte,Bogotá - Tocancipá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+1118,2,,e5a5069c-7dd2-4a0a-9002-e96b897d4e9c,38691.7987840108
457,1,55010,5501,21,1118,25,964,12,Troncal Central del Norte,Paso Nacional Por Tocancipá,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,21+1118,25+964,1,,86442c68-b582-4f03-bb82-7a8e86ed2636,4374.49944937994
458,1,451033,4510,38,13,38,309,24,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Entregado por Resol. INVIAS 1262 de 06/03/2018,,Act. seg 33- 34,,38+13,38+309,2,,930d7a2a-f470-41a5-871b-db66456f999b,296.000042852411
459,1,55BYA0,55BYA,0,0,16,300,04,Troncal Central del Norte,Variante de Tunja,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 16+0000 en Ramón Lobo,,,,0+0,16+300,2,,9a514f18-9644-4583-9404-badab0f89a33,35904.469708142
460,1,62100,6210,0,0,16,1430,04,Accesos a Yopal,Cruce ruta 55 Duitama - La Ye - Sogamoso,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+1430,2,,f3ac1d08-e321-4718-ba7c-3fa9af1b89cb,21673.5366676279
461,1,5008A63,5008A,63,950,72,80,12,Transversal Las Animas - Bogotá,Madrid - Bogotá (Rio Bogotá),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,63+950,72+80,2,,171e84b6-7c3c-40c0-abdf-ad4a885d5109,18020.4440960682
462,1,55010,55CND,0,0,2,106,12,Troncal Central del Norte,Variante Briceño,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+106,2,,4da7205f-ca07-43f8-8337-9d80866e07b8,4841.81493148859
463,1,55CNC0,55CNC,0,0,5,0,12,Troncal Central del Norte,Variante de Tocancipá,2,,,1,,Google Maps,,2015/12/09 00:00:00+00,,,3d_mal_central,,,0+0,5+0,2,,0919e1b4-a9f0-42d3-865b-565e1dd57e1e,10270.2766242255
464,1,50CNG0,50CNG,0,0,6,500,12,Transversal Las Animas - Bogotá,Variante de Madrid,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,6+500,2,,d9d1c487-f36e-4461-a145-0ef52110a6d3,13544.6879561195
465,1,01010,0101,0,0,28,0,27,Circunvalares de San Andres y Providencia,Circunvalación de la Isla de San Andrés,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 27+800 ramón Lobo,,,,0+0,28+0,1,,29a201bc-230c-4cc6-a798-dc9085d1df35,28584.4177021235
466,1,400115,4001,15,0,19,800,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,"CONCESIÓN BUGA - BUENAVENTURA, entregada el 19 de agosto de 2016",,,,,15+0,19+800,1,,030bb565-db80-4a32-9f86-ea79da07d5d2,6090.0062559787
467,1,500864,5008,64,0,145,0,12,Transversal Medellin - Bogotá,Villeta - Bogotá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 62+0000 (Ramón Lobo),rev,,,64+0,145+0,2,,7a7bb597-f2b5-4db0-9968-9e00d26bade8,168926.028598099
468,2,50RS010,50RS01,30,290,30,630,21,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia  (sector intersección glorieta Variante La Virginia),2,1, ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , ,Act. 16-32+500, ,30+290,30+630,2,,0f1c931d-08bd-4a3f-a5b4-b78abddd90b4,535.862057723276
469,1,45ACNA0,45ACNA,0,0,6,625,12,Troncal Central,Variante Cajicá,2,,,1,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,0+0,6+625,2,,ef6f2093-2898-4fba-b606-1365ccc97d2c,12395.9707657671
470,1,45A0416,45A04,16,100,25,200,12,Troncal Central,Cajicá - Zipaquirá,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,16+100,25+200,2,,0b25f4c2-ffc9-4d3a-b91f-94a2d37bec0c,18886.9733704309
471,4,45A0428,45A04,28,200,67,1134,12,Troncal Central,Zipaquirá - Ubaté,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,28+200,67+1134,1,,935294bb-3bd9-4efd-afe0-63ea51b354b9,48192.5451569284
472,1,55CN030,55CN03,0,0,6,194,12,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Cruce Ruta 55 (Desviación del Sisga) - Cruce Ruta 56,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,6+194,2,,02f3cc3f-9398-4adc-b32c-836dd4cca2fd,6850.60316679729
473,1,550159,5501,59,0,108,96,04,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,PR Final 108+0096 en Ramón Lobo,,,,59+0,108+96,2,,edbfe1a3-1549-45f0-b5f7-ce51d874b062,101384.755479374
474,1,550159,5501,108,96,120,0,04,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,PR Final 108+0096 en Ramón Lobo,,,,108+96,120+0,2,,bfc95cb5-ac57-4da5-ae7c-055b4c1122b9,17854.4369600132
475,1,40TLF0,40TLF,0,0,17,0,24,Alternas a la Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Picaleña,2,,,1,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,0+0,17+0,2,,a8ebae1e-b64a-4a18-b0e3-73ae7e5c63fa,33394.4644911198
476,1,40TLC0,40TLC,0,0,24,850,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Ibague,2,,,2,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,0+0,24+850,2,,2c10d47f-84fe-40d8-8450-3f7b78f3e0e7,32207.4549333636
477,4,,45CSF,0,0,3,92,26,Troncal del Magdalena,Variante al Poblado de San Martin,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,3+92,1,,371afe2a-d6a3-44ff-a604-18490b417df4,6999.24600780612
478,4,,45CSH,0,0,1,238,26,Troncal del Magdalena,Variante al poblado del Juncal,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+238,1,,5c151212-2e4a-422e-bac2-c5317d4e4775,2404.2382109638
479,1,90A010,90A01,47,82,47,138,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Cienega del Totumo),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,47+0082,47+0138,1,,d0235d6d-8170-4e2a-ae5b-ed37c6b6147d,57.2617330726496
480,1,40TLG0,40TLG,0,0,7,0,24,Alternas a la Troncal del Magdalena,Variante Norte de Ibague,2,,,2,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,0+0,7+0,2,,3ab205b6-032e-4047-a5c2-ec8c073c2df8,14683.8660268752
481,1,40TLD0,40TLD,0,0,6,300,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday,2,,,1,,Google Maps,,2016/03/04 00:00:00+00,,pr final 10+0300 en Ramón Lobo,3d_mal_central,,,0+0,6+300,2,,e2ad05fe-1710-438a-8d60-159c1f8095d1,7330.42456899062
482,1,43050,4305,0,0,105,193,24,Alternas a la Troncal del Magdalena,Ibagué - Mariquita,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,CAMBAO - MANIZALES. (ENTREGADA 21-AGT-2015),,,"Act. seg 1-2, 54 a 56, 103 a 105",,0+0,105+193,2,,a040848e-16b1-4414-b915-ae71c72e62e6,106483.661715771
483,1,45TLG0,45TLG,0,0,9,474,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Girardot (Intersección San Rafael - El Paso),2,,,2,,Google Maps,2016/01/01 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_central,,,0+0,9+474,2,,1c1a4096-122d-465f-9879-a8f459030524,19751.0827448203
484,1,25150,2515,0,0,25,0,23,Troncal de Occidente,Sincelejo - Puerta de Hierro,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,25+0,2,,13201c7b-f947-45d4-b8ba-b8b048d44ddf,34486.0036835432
485,1,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,21+300,2,,2162f2ae-2bf7-4a7b-9996-43fe987c7688,5829.18695764921
486,1,90BLB0,90BLB,0,0,29,1383,03,Alternas a la Transversal del Caribe,Variante de Gambote,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,29+1383,2,,68e0305e-d796-4569-9e4e-f7a406a23e0b,63522.7660003532
487,1,900559,9005,59,180,99,500,03,Transversal del Caribe,Cruz del Viso - Cartagena,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,59+180,99+500,2,,301d0bc0-c064-484e-9b86-d523cf52fbd0,69290.9000627062
488,1,90060,9006,39,0,117,103,02,Alternas a la Transversal del Caribe,Pensales - Barranquilla,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,39+0,117+103,2,,b22dacc3-77f2-4fca-84ba-47e64715c8b7,93841.6718381525
489,1,620347,6203,47,200,115,17,01,Troncal de Uraba,Rubicón - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,MAR 1 (ENTREGADA 15-OCT-2015),PR inicial 59+0635 (Ramón Lobo),rev,,,47+200,115+17,2,,5216596a-fc0d-47bc-9cfa-09ae8f2a63ff,518.382608484303
491,1,,62AND,0,0,3,703,01,Troncal de Uraba,Variante Carepa,2,,1,1,62,,2018/04/30 00:00:00+00,2020/08/24 00:00:00+00,,,,,,0+0,3+703,2,,69452777-606e-442c-a4b3-0620a0ccbec1,3815.51991859376
492,1,251452,2514,52,0,114,0,11,Troncal de Occidente,La Ye - Sincelejo,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,52+0,114+0,2,,6f2a3b8e-46a4-4d95-95bb-2a95347f52a6,90343.005185499
493,1,74020,7402,0,0,35,0,11,Transversal Puerto rey - Tibú,Cereté - Cruce Ruta 25 (La Ye),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,35+0,2,,4b68d77d-0f2a-4ead-ab7e-97affabf37bf,56693.8613356874
494,1,250860,2508,60,1000,108,866,05,Troncal de Occidente,La Felisa - La Pintada,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,60+1000,108+866,2,,1b06dca7-5e57-40f9-ac28-06d54fbda4df,48382.5200660268
495,1,50050,5005,7,150,23,570,05,Transversal Las Animas - Bogotá,La Manuela - Estación Uribe,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 23+880 (Ramón Lobo),rev,Act. seg 23-24,,7+150,23+570,2,,bd83e21e-6651-40ac-bd47-c7d1449ae323,28379.6076920895
496,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,,3d3eef6e-b306-48b8-a714-d79e313541c6,6726.90612099415
497,1,62BY050,62BY05,0,0,13,0,04,Accesos a Yopal,La Ye - Tibasosa - Sogamoso,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 13+0400 (Ramón Lobo),rev,,,0+0,13+0,2,,65a0eab5-cad5-433f-8ce8-231ac32500e4,13337.5571196585
498,1,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,50+365,80+194,2,,ee7d44df-3fdd-4281-a560-b9db0f011d3d,1583.69416938165
499,1,55020,5502,0,0,47,730,04,Troncal Central del Norte,Tunja - Duitama,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,47+730,2,,b6f87d63-6736-4c45-b04c-e7f616cdf958,94970.131295926
500,4,45140,4514,0,0,99,923,26,Troncal del Magdalena,San Alberto - La Mata,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,99+923,1,,864f5eba-754d-40e2-8b50-94f3cac4a655,196718.753240485
501,1,25100,2510,0,0,52,474,01,Troncal de Occidente,Medellìn - Hoyo Rico,3,,,2,,Google Maps,,2015/12/05 00:00:00+00,,,3d_mal_central,,,0+0,52+474,3,,c3cbe416-1cae-4810-b01b-f6fea1b2b0e5,80534.00645695
502,1,26020,2602,0,0,109,10,08,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,109+10,1,,60511613-8a94-442b-87ac-c59e0d460b21,684.225523242962
503,1,26020,2602,0,0,109,10,08,Transversal Huila - Cauca,Popayán (Crucero) - Guadualejo,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,109+10,1,,fd4e1151-0b73-41cc-a247-f410c27bf3c9,484.13321877057
504,1,62BY050,62BY05,0,0,0,0,04,Accesos a Yopal,La Ye - Tibasosa - Sogamoso,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 13+0400 (Ramón Lobo),rev,,,0+0,0+0,2,,d206b787-47b1-4204-a212-15ae5ac57583,4416.31693565467
